blueWins,blueWardsPlaced,blueKills,blueDeaths,blueAssists,blueTotalGold,blueTotalMinionsKilled
0,157,10,10,10,16722,163
0,12,3,5,2,15385,227
0,118,6,8,8,16102,200
1,14,7,2,6,16977,209
0,11,8,8,12,16033,188
1,42,4,6,2,15272,205
0,10,10,4,13,18959,220
0,15,5,4,9,15633,222
0,13,1,7,2,14490,222
1,17,6,5,9,17812,263
0,17,3,3,3,15603,239
1,16,4,4,8,16667,239
0,40,5,11,8,16177,224
0,61,8,10,8,16780,209
0,13,7,12,9,15938,194
1,18,7,10,9,16154,199
0,16,4,6,2,14975,201
0,17,3,12,2,14683,215
1,16,6,4,6,15836,216
1,89,8,5,7,16463,207
1,24,4,7,4,15712,213
1,16,9,2,9,17665,232
1,17,13,5,21,19680,204
1,17,5,3,3,16400,255
1,13,3,7,3,14659,193
0,14,9,10,14,18742,232
1,14,6,4,5,16637,245
1,15,9,2,5,18079,272
1,18,5,7,6,16407,217
0,50,6,8,9,16145,215
1,70,11,5,14,19557,193
1,41,6,3,5,16495,232
0,15,11,9,10,17480,203
1,15,2,9,4,15074,225
0,38,4,14,2,14963,170
1,14,6,8,7,16058,217
0,12,2,6,1,14824,214
1,39,7,6,9,17079,212
1,19,14,4,11,20351,225
1,19,12,5,11,18732,222
1,14,10,4,12,19017,240
1,22,6,6,7,17078,224
0,12,2,3,2,15351,245
0,15,3,3,2,15885,243
1,18,10,4,11,18851,252
1,16,4,3,5,16425,227
0,53,5,10,4,15649,199
1,37,4,6,3,14659,192
0,21,5,7,7,15983,229
1,41,4,4,3,15868,222
0,10,9,8,8,16732,208
0,18,4,16,5,14366,171
1,15,6,6,5,16037,207
1,17,9,6,9,17643,218
0,42,1,6,3,14261,198
0,38,4,11,3,15939,253
0,20,3,6,3,15487,238
0,28,8,8,8,16601,196
1,16,4,3,3,17048,206
1,19,7,5,12,18328,223
0,17,7,11,7,17375,222
1,15,7,4,9,16556,215
1,16,15,2,17,21883,252
0,14,9,7,11,17382,220
1,24,13,3,15,20795,249
0,40,4,9,3,15469,234
1,126,9,6,10,17951,228
0,18,6,15,6,15205,166
1,20,9,0,9,17835,231
1,15,7,4,8,17329,224
1,21,3,2,3,14992,217
1,19,8,5,7,17033,232
0,24,9,5,4,17535,236
0,34,9,11,10,17645,201
0,77,7,15,6,16523,219
0,14,4,7,4,14630,188
0,16,9,8,9,17617,245
0,11,7,11,10,18142,209
1,17,4,2,6,16068,235
0,15,5,6,5,18041,229
1,16,11,4,11,17583,223
1,18,4,4,4,15381,198
0,16,3,4,4,15929,236
1,19,13,5,13,21132,217
0,21,1,8,1,14022,223
0,16,8,3,7,16786,250
0,22,6,11,8,17171,254
1,17,6,6,6,16004,216
0,15,4,3,4,16043,237
0,11,7,7,5,15720,185
0,15,3,4,2,14451,213
1,151,5,4,2,15551,209
0,14,5,8,5,16574,231
0,12,3,8,3,14264,201
1,13,3,4,6,15223,217
0,17,2,9,2,14366,221
0,15,6,8,4,16860,239
1,10,9,4,10,17791,219
1,13,8,1,8,18066,242
1,15,11,6,13,20245,240
1,15,5,5,6,15413,210
1,14,5,2,1,15510,203
0,19,5,11,8,15838,236
1,19,4,3,2,16029,236
0,40,2,3,2,14506,230
0,14,5,7,7,15293,202
0,24,3,10,2,14796,204
0,15,1,4,1,14142,229
0,16,5,2,2,15890,232
1,12,8,1,15,17040,191
0,18,6,6,5,16196,214
0,13,8,5,5,16373,188
0,17,10,5,11,17505,224
1,15,11,1,8,18635,230
0,13,6,3,5,16807,232
0,77,8,11,12,16842,210
1,16,8,6,8,16963,203
0,22,7,6,11,16587,216
1,13,8,3,8,18404,245
0,18,4,8,5,15901,245
1,15,9,4,11,17495,235
0,19,4,3,7,14891,210
1,12,6,6,3,16072,229
0,17,5,7,4,15460,184
0,58,8,11,9,16708,193
1,18,12,13,15,18275,173
0,11,2,9,2,13785,195
1,31,11,13,11,18596,198
1,15,5,6,8,15964,206
1,13,8,4,11,18343,246
1,13,4,4,0,17079,250
1,17,13,5,11,19639,239
1,39,12,6,19,20560,216
1,15,4,7,5,15013,210
0,103,6,3,5,15846,201
0,47,3,10,6,15018,192
0,15,6,10,4,16123,194
1,70,8,3,8,17166,208
1,13,3,9,3,15431,237
1,20,2,2,1,14814,233
0,16,9,12,9,17554,243
0,17,4,10,4,14450,191
0,14,6,8,8,15193,199
1,15,10,5,6,19140,257
1,15,6,6,8,16388,236
1,17,11,5,9,18532,202
0,14,2,14,3,14332,219
0,17,2,6,5,14697,230
0,19,6,8,9,15731,236
0,17,1,10,0,13881,215
0,108,7,8,7,15857,177
1,16,4,6,4,16131,242
1,20,11,8,12,19349,219
1,16,6,4,11,16731,239
1,16,8,4,10,18363,250
0,13,5,7,4,15132,196
1,18,8,5,7,17393,219
0,17,3,1,4,15615,237
0,26,4,12,6,15358,213
0,39,1,5,1,13936,235
1,15,10,10,7,17047,202
1,17,6,3,5,16350,233
1,19,6,6,5,16444,207
1,16,17,4,20,21703,202
0,15,9,9,8,16526,194
0,16,2,3,2,14698,208
1,15,4,5,5,15329,210
0,92,3,6,0,14746,206
0,20,4,4,5,15831,247
1,13,8,8,8,18575,228
1,13,6,2,9,16803,242
0,16,5,7,4,16666,236
1,14,10,9,10,18616,213
1,14,2,5,2,14939,218
1,15,8,6,8,16828,227
0,27,4,7,5,15398,213
1,23,2,6,1,14087,217
1,14,6,4,8,17081,226
0,16,4,7,4,16216,233
1,18,9,11,16,17174,186
0,21,8,8,7,17161,227
1,56,12,4,13,18119,198
0,17,5,11,4,15332,187
0,13,5,4,10,16386,218
1,37,9,4,8,18591,260
0,39,6,8,8,16138,178
1,15,7,2,3,18662,255
1,17,7,2,9,16454,207
0,16,8,15,9,15797,168
1,19,6,5,7,16028,220
1,17,6,4,8,15142,178
1,10,7,4,8,16849,205
0,17,15,7,13,20066,209
0,41,2,3,0,14312,216
1,13,5,1,7,16786,260
0,19,2,5,1,14299,211
0,15,8,6,14,15724,203
1,16,2,5,1,14828,234
1,38,8,6,8,16294,186
1,15,4,5,4,15761,230
0,57,4,3,7,14565,192
1,20,4,3,7,15711,223
1,13,7,2,2,16116,246
1,13,4,10,8,14629,183
0,12,4,3,5,15694,219
0,21,7,6,6,17041,232
0,13,3,5,3,15478,214
0,13,7,7,9,16956,229
1,12,4,10,2,16956,252
1,14,11,5,5,19172,242
1,13,8,5,5,16979,213
0,80,2,6,3,14806,211
0,35,7,10,9,18244,205
1,19,5,4,7,16989,256
0,16,3,15,3,14281,183
1,59,2,0,2,15393,230
1,16,8,3,9,17636,249
1,49,6,9,10,16600,213
0,15,7,6,10,15889,228
0,17,13,8,10,19657,204
1,18,8,3,5,16818,231
1,15,8,3,6,17415,246
1,16,6,1,7,16602,246
0,39,7,15,13,17181,184
1,17,7,7,6,16492,202
0,18,4,6,6,16410,236
0,54,3,5,5,15238,209
1,43,16,7,18,20271,200
0,16,5,4,2,15372,228
0,22,3,9,4,14930,222
1,18,8,7,10,17450,236
1,15,1,0,1,14812,254
0,14,9,5,10,17605,241
0,13,5,9,5,16841,234
1,20,5,3,8,16321,249
1,14,5,8,7,16270,230
1,41,7,5,5,15954,191
0,14,5,6,0,15682,247
0,22,5,11,6,16190,215
1,15,12,5,16,19572,213
0,16,5,5,5,15930,236
0,13,1,10,1,13785,215
1,16,6,2,7,16898,247
1,74,7,7,5,18333,229
0,13,1,6,1,14289,220
1,10,7,3,13,16501,208
1,15,5,1,5,16618,250
0,54,6,0,6,16557,261
0,79,11,14,10,16978,158
0,18,6,10,6,16577,221
0,17,4,9,2,14706,195
0,15,7,9,8,16795,217
0,57,4,5,3,15288,242
1,57,5,6,5,14875,194
1,13,7,10,6,16861,184
0,15,9,10,8,17136,203
1,15,8,7,10,17765,242
0,48,3,10,1,14555,200
0,19,2,10,2,14020,203
1,23,8,2,13,17575,228
0,16,5,8,3,15307,227
1,21,5,1,4,16751,245
1,15,7,5,10,16271,218
0,22,7,6,6,16420,209
1,22,6,6,4,15570,180
0,16,3,3,1,14948,218
0,25,4,8,8,15167,220
1,12,3,2,3,15484,250
1,17,8,8,12,17856,221
0,16,3,7,5,14767,212
1,20,11,5,11,18474,217
0,15,0,3,0,14183,243
1,15,4,4,5,15971,242
0,16,2,9,0,14319,210
0,47,3,3,4,16206,260
0,41,5,3,5,15704,213
1,18,9,9,6,18137,218
0,20,2,9,2,14944,239
0,43,1,14,1,13172,187
0,15,9,6,11,18363,220
0,15,4,8,2,15200,228
0,34,7,7,6,17315,218
1,16,4,4,1,16516,259
0,10,4,9,2,14010,170
0,12,4,7,4,15580,205
1,12,7,2,7,17731,238
1,16,9,3,13,19186,261
1,16,7,3,6,18135,252
0,15,7,9,4,15947,204
0,12,10,16,11,16681,168
1,13,5,1,4,16733,232
1,11,4,9,4,15233,220
1,16,7,0,7,18406,247
0,11,7,16,7,16711,201
0,16,7,8,7,16093,175
1,15,3,3,2,15563,252
0,16,5,5,4,15745,203
0,19,8,6,12,15958,185
1,26,9,5,12,17501,195
1,15,7,3,6,18038,240
0,16,4,10,4,16256,248
1,13,6,5,2,16589,239
0,17,5,1,6,15258,223
1,19,7,9,8,16481,223
0,51,6,5,7,15913,195
1,13,4,2,3,16162,257
1,40,8,4,7,17264,214
0,18,7,7,8,16700,241
0,42,7,8,10,16337,197
1,34,4,11,7,15790,208
1,15,4,6,5,15970,217
0,37,2,7,3,14933,213
1,18,9,6,8,18060,241
0,15,4,8,5,14732,208
1,19,7,4,3,17121,242
1,18,11,7,9,18913,229
1,13,7,4,6,17237,196
0,17,1,11,1,13265,195
1,15,14,3,19,21020,237
0,18,7,3,11,17320,210
1,15,6,8,8,15586,199
0,89,8,6,5,17208,218
0,15,0,9,0,13282,194
0,53,5,12,6,15555,222
1,36,4,5,2,17008,255
0,19,6,7,7,16050,191
0,10,8,8,6,16830,203
1,11,6,8,5,16370,209
0,12,3,9,3,14851,183
0,13,4,8,3,15325,215
1,17,9,8,12,18385,248
0,14,2,7,0,14074,203
0,15,5,5,2,16299,225
0,22,7,6,14,16644,238
0,15,6,5,8,16997,215
0,16,3,2,1,15360,220
1,14,7,1,6,17141,230
1,17,7,6,8,17882,233
0,40,11,9,10,18342,190
0,18,4,6,8,15251,197
1,15,8,6,5,17693,251
0,14,4,8,4,15385,219
1,51,7,5,7,17549,239
0,11,5,10,6,15148,219
0,16,11,11,6,17558,174
0,37,6,3,9,16989,242
1,19,11,5,9,18786,244
0,13,4,7,2,15188,194
1,13,4,7,7,15520,199
1,50,13,6,22,20876,226
1,13,6,2,5,17059,268
0,21,7,6,6,16760,206
0,17,3,9,2,14660,203
0,41,6,5,5,15510,202
0,18,9,14,9,16897,159
0,14,8,2,12,16861,227
1,16,11,6,9,18445,218
0,18,4,10,2,15777,221
0,27,7,3,7,18284,224
0,15,10,8,9,17047,192
1,17,5,0,4,17606,229
0,10,7,9,10,17447,216
0,70,1,7,0,13789,210
0,18,11,9,16,18557,192
0,14,4,3,5,15568,246
0,17,10,5,9,17327,220
0,16,6,5,9,16110,206
1,18,10,9,10,18209,200
1,16,5,6,5,16023,207
1,14,8,7,6,17685,231
1,86,4,5,3,14803,213
0,15,6,7,12,15656,195
1,19,12,3,6,19154,258
1,16,9,3,11,17483,222
0,12,1,6,1,14598,217
0,17,6,7,8,16088,205
1,17,4,4,3,15812,241
1,15,5,3,5,16030,240
0,144,4,7,6,15787,230
1,38,10,4,10,17870,177
1,22,12,6,17,17875,205
1,29,6,2,8,16523,196
1,16,5,6,4,16180,234
0,16,7,10,6,17448,205
0,14,4,11,3,14493,210
1,16,9,7,6,17807,217
0,15,3,5,2,15001,206
1,14,11,5,13,18984,246
0,41,6,7,7,16528,212
0,21,2,5,4,15020,224
0,14,1,7,0,13657,220
1,16,8,6,13,17672,245
1,13,11,2,15,19508,233
1,13,11,5,9,18590,215
1,15,9,6,16,17260,187
1,15,3,2,3,16095,254
0,12,4,8,5,15384,211
1,13,11,11,14,18795,231
1,35,8,5,13,17737,224
0,12,2,3,2,14191,207
0,14,5,8,6,14557,169
0,15,7,2,13,16739,229
0,38,6,13,6,15230,165
0,83,5,7,5,16600,250
0,17,6,12,8,16240,209
1,16,11,2,14,18722,216
0,63,3,2,2,15640,246
1,16,7,5,11,17940,242
0,14,4,6,5,16414,247
0,17,2,6,1,14207,211
1,17,7,6,6,16737,240
0,11,1,9,1,14672,234
1,13,4,4,4,15360,228
1,18,11,6,7,17795,213
1,18,7,2,7,16896,246
0,11,4,7,4,16182,216
1,15,11,9,11,17729,190
0,19,10,8,12,17552,222
1,13,6,4,5,16491,214
0,13,9,11,4,17643,221
1,18,6,6,7,16247,218
1,19,8,6,11,17072,192
1,12,12,5,11,18882,202
0,12,3,3,4,14520,182
1,12,10,4,14,18374,229
0,14,6,4,5,16073,211
1,18,4,1,6,16448,248
1,17,12,8,12,18821,203
0,53,6,10,6,15485,193
0,16,5,9,3,15129,204
1,47,5,3,7,16329,205
1,15,6,1,5,16807,263
1,19,11,10,21,20330,234
1,129,6,6,6,16666,185
1,23,7,5,6,16946,247
1,29,7,4,6,17028,247
0,15,5,5,7,16686,240
1,16,4,6,2,14993,223
1,18,3,1,4,14654,201
1,15,3,3,6,15570,232
1,17,8,8,11,17178,216
0,14,1,7,2,14333,222
0,17,1,10,1,14453,244
1,22,3,7,2,15932,238
0,25,3,6,1,15101,226
0,12,6,4,9,16628,216
0,17,4,9,2,14997,217
1,15,10,8,7,17664,233
1,14,4,10,4,15082,211
0,12,8,12,5,16964,214
1,15,7,4,9,16999,228
1,17,6,6,6,16621,220
1,37,9,11,8,17060,179
0,19,3,7,5,14758,202
1,17,8,4,11,17117,204
1,37,6,10,6,16413,204
0,16,3,6,5,14448,209
1,15,5,1,4,16778,247
0,19,2,1,3,14494,244
1,17,9,6,13,18267,226
0,85,6,2,6,16440,208
1,16,8,5,8,17390,212
1,16,6,7,6,17035,235
0,18,11,16,19,17198,156
1,26,10,2,10,17430,210
0,15,4,6,4,15320,217
0,19,3,4,5,15347,243
1,14,12,6,11,18002,199
0,13,11,16,10,17901,171
0,15,3,4,1,14205,197
0,12,4,6,1,13772,178
1,21,6,1,7,17231,237
0,17,6,8,6,15983,233
0,13,2,4,2,14651,241
1,20,11,1,13,18789,231
0,13,6,12,3,15485,213
1,66,10,3,11,17992,212
1,22,10,8,17,18828,197
0,13,3,9,3,14797,212
1,16,4,7,5,15524,228
1,18,10,4,6,18288,234
0,50,5,8,2,16304,222
0,48,5,10,8,14974,201
0,17,4,2,4,16598,256
1,16,5,5,7,15273,189
0,10,4,5,2,15515,222
0,15,4,0,2,16024,220
0,16,4,8,7,15667,225
1,16,9,7,5,18451,226
0,15,8,9,5,16355,198
0,13,4,12,3,15140,198
0,56,2,1,4,15755,258
1,19,6,6,7,16302,212
0,38,2,7,3,13825,173
0,21,5,2,5,16724,229
1,15,9,2,11,18442,248
0,16,8,13,4,17008,217
1,20,5,3,4,16513,249
0,26,4,6,5,15554,242
1,12,5,9,5,15400,215
1,15,10,7,11,19052,242
0,16,6,12,8,16039,198
0,19,6,8,5,17093,233
0,53,4,11,3,15440,207
1,15,4,7,2,15547,214
0,45,7,6,10,16275,190
1,13,7,5,9,17627,204
0,60,7,4,10,16641,221
1,17,6,1,12,16009,194
0,15,4,3,4,15010,211
1,48,4,5,6,15969,195
0,15,2,3,6,15007,232
0,17,3,8,3,14494,208
1,16,6,6,4,16576,220
0,12,7,10,8,16575,204
0,20,12,4,14,19339,225
1,18,6,6,7,16621,206
0,37,1,6,1,14308,235
0,16,6,11,5,15165,188
0,15,11,3,14,18754,202
0,152,7,6,6,16608,233
0,44,7,4,6,16375,172
1,18,5,6,6,15987,207
0,17,8,5,9,17027,217
0,16,5,8,7,15885,216
0,16,3,2,1,16238,241
0,16,6,7,9,16778,218
0,12,7,7,2,17004,216
1,23,12,8,10,17668,184
1,15,7,3,8,16389,225
1,11,9,7,13,17252,188
1,20,7,6,12,17854,195
0,15,4,8,6,15431,218
0,14,2,5,2,14985,224
1,17,2,3,4,16008,237
1,17,9,4,6,19663,247
1,15,7,1,10,16932,235
1,42,8,6,9,17026,212
1,18,9,5,7,17803,267
1,26,5,3,5,15582,234
1,15,2,4,3,14808,219
0,16,7,9,8,16497,207
1,14,5,6,7,16503,240
0,14,4,6,5,15522,220
0,38,9,15,9,17371,183
0,128,8,7,8,17720,232
1,14,8,5,7,17981,245
0,20,5,3,12,15229,160
0,73,5,7,5,16425,201
0,18,4,2,7,15790,209
1,50,4,0,6,17339,237
0,18,4,4,7,16487,229
1,17,9,2,10,17922,224
0,18,6,7,3,16778,236
1,14,8,8,8,18068,204
1,20,8,5,11,17366,229
1,15,2,8,1,15041,229
0,13,5,10,7,15135,197
0,12,6,13,10,16083,218
1,58,8,4,7,17446,223
0,16,2,7,1,14284,243
1,21,8,7,9,17585,213
1,19,7,1,7,16537,232
1,18,10,6,11,18895,245
0,8,4,12,4,14370,167
1,28,9,4,14,18274,242
1,16,11,10,12,18286,183
0,16,7,7,7,16352,224
0,40,10,8,10,17546,191
0,37,4,12,5,16433,227
1,38,2,3,2,15414,232
0,16,7,8,12,17737,234
0,16,8,6,11,17570,222
0,17,7,11,12,17131,242
0,15,8,6,10,17237,226
1,17,9,7,11,17814,206
1,12,8,6,9,16738,214
1,17,11,3,10,18092,213
0,11,6,9,7,16522,223
1,13,9,1,15,18053,247
0,14,10,3,16,19475,233
0,20,12,7,11,18693,206
1,12,5,4,7,16488,220
0,16,8,4,8,17531,230
1,14,3,2,3,15422,215
0,37,3,6,1,15276,214
0,16,9,5,12,17390,196
0,32,10,11,10,17593,178
0,33,6,10,7,15820,203
1,14,8,4,5,17198,226
1,16,8,9,7,17000,190
0,17,6,6,2,15196,209
1,15,5,12,3,16358,206
1,16,9,10,13,17469,195
1,22,7,2,4,16031,218
0,20,6,5,7,17070,223
0,53,3,6,3,14782,238
1,20,5,3,7,16610,246
1,18,8,4,11,17255,237
0,14,3,3,5,14259,202
0,57,7,6,7,16100,223
1,35,13,1,18,19641,207
1,26,8,5,8,17346,208
1,14,3,3,3,16002,230
1,14,4,0,6,16070,236
0,13,2,10,1,14227,205
1,33,10,2,13,18715,226
1,17,9,8,9,17375,217
0,53,3,7,3,15162,227
0,18,6,6,6,15571,190
1,16,4,5,4,15070,218
1,34,12,4,14,18723,190
0,32,8,9,7,17258,214
0,12,5,6,4,16103,208
0,18,3,9,1,14709,207
0,11,8,7,10,17122,204
0,38,1,5,0,13696,200
1,16,9,3,7,17764,235
1,15,4,3,3,16275,244
1,29,11,2,12,20124,230
0,14,6,11,4,15775,206
1,16,6,6,2,15693,199
1,12,7,2,8,17479,246
1,14,9,10,9,17840,226
0,17,5,6,8,15259,180
0,13,4,11,3,15225,187
1,16,9,4,11,17312,217
0,16,8,4,10,16696,206
1,18,6,7,6,16690,235
0,42,5,6,3,16225,219
0,13,4,8,8,15720,212
0,16,2,13,2,13738,169
1,16,10,5,7,18240,259
1,14,6,4,7,16439,220
0,15,4,7,3,15761,253
0,17,9,8,10,18529,227
0,18,8,10,8,16996,227
1,16,10,8,10,17665,207
1,87,7,10,5,16969,198
0,18,2,5,3,15474,244
1,17,11,5,15,18204,186
0,20,6,5,10,17160,241
1,18,6,3,4,16876,256
1,11,10,6,7,18129,230
1,16,6,7,4,17210,243
1,13,5,10,3,15067,203
0,17,5,5,4,15013,198
1,15,7,6,6,16946,221
1,18,11,5,11,18403,239
0,14,2,5,2,14115,199
1,17,2,4,0,15321,255
0,13,5,5,0,15850,216
1,14,3,1,3,15704,246
1,122,5,5,7,17716,216
0,19,6,7,8,16604,235
0,15,4,8,6,14808,180
1,15,6,4,8,15924,191
0,16,3,5,7,14994,199
0,18,1,5,0,13533,212
1,81,6,3,4,18314,257
0,17,4,7,4,16387,235
0,22,6,6,4,15629,212
1,13,4,1,1,16070,251
0,16,4,4,5,15596,223
1,59,5,2,8,17010,250
0,94,8,9,10,17431,208
0,42,7,11,6,16664,214
0,13,4,11,5,15144,197
0,16,5,6,8,15703,195
1,42,10,5,15,18062,220
0,15,7,5,8,16787,208
1,9,12,10,5,19785,221
1,82,10,5,9,18408,208
0,17,11,11,13,18614,208
1,250,12,10,12,19704,209
0,15,2,5,2,15281,248
0,15,1,3,1,13253,190
0,37,8,8,15,17192,190
0,17,6,5,9,16796,232
1,13,11,7,10,18582,207
0,42,6,5,7,17098,243
0,22,5,6,5,15766,209
1,143,3,5,3,14767,214
1,23,10,3,13,18929,170
1,21,10,5,12,18046,226
0,14,8,10,6,17035,204
0,12,3,7,3,15992,251
1,17,8,6,11,17791,216
1,20,5,4,3,16517,246
0,16,7,8,4,15863,178
1,19,5,2,5,16779,268
0,14,10,9,8,17145,180
1,15,4,5,4,15161,194
1,16,6,9,5,17451,249
1,16,7,4,10,18342,224
1,18,5,5,8,16498,259
0,84,3,8,2,14975,227
1,17,9,2,7,17017,204
0,13,2,10,1,13872,197
1,87,8,8,9,17940,216
0,17,3,8,4,14037,167
0,33,5,7,6,15534,207
1,20,8,6,11,18074,252
1,15,11,8,15,17640,164
1,41,3,5,4,15539,241
1,14,9,6,10,17854,170
1,13,9,6,10,18924,216
1,16,10,2,7,18828,244
1,22,6,6,4,16192,218
1,15,9,9,10,17312,231
0,16,3,3,4,14951,225
0,45,8,6,11,17405,204
1,13,12,13,12,19201,215
1,17,13,0,14,20095,219
0,17,3,5,3,14799,227
1,13,4,1,3,17220,233
0,17,5,8,6,15494,187
1,16,12,9,17,18722,212
1,11,5,8,4,15440,209
1,37,19,3,25,23278,240
0,15,6,9,5,16525,204
1,15,6,3,5,16638,212
1,19,3,3,3,15562,224
1,15,2,0,4,15919,262
0,17,4,6,8,15922,245
1,23,3,5,2,15213,252
0,18,7,3,12,16247,205
1,22,10,3,8,19082,231
1,18,6,3,8,17146,219
1,57,5,1,7,17079,238
0,11,6,7,7,17330,237
0,13,7,3,7,16838,239
0,13,8,9,8,17424,220
0,18,5,4,9,15885,233
0,16,7,4,10,16339,224
1,23,7,2,10,17693,241
1,20,16,5,21,20032,166
1,40,4,4,5,15447,201
0,11,3,8,4,14099,200
1,16,3,6,6,15335,219
0,10,2,13,2,14198,195
1,15,4,6,4,15298,208
0,83,4,11,3,15564,236
1,11,8,4,2,17696,224
1,17,6,8,4,16047,214
0,15,3,8,5,14112,216
0,16,3,5,2,15314,226
1,18,7,10,11,16057,187
1,20,6,6,6,16266,208
0,21,4,11,4,15168,197
1,12,9,10,13,17665,211
0,13,4,5,2,14366,207
1,35,11,7,14,19106,189
0,15,0,9,0,13850,217
0,22,7,12,4,15633,188
1,13,9,8,8,17208,194
0,18,6,6,6,15771,187
0,12,2,9,2,14132,210
1,16,14,3,18,18413,196
0,15,6,11,6,15673,197
1,13,6,1,2,17091,229
0,17,8,7,7,16885,220
0,14,3,10,6,14836,214
0,18,11,8,7,18303,220
0,15,4,8,8,15503,204
1,21,3,3,3,15398,227
0,12,11,3,15,18420,214
0,17,4,11,5,14702,193
1,17,12,9,8,19355,208
1,16,5,9,4,14980,187
1,23,6,10,7,17520,239
1,93,17,4,25,21257,220
1,14,3,4,5,15565,227
0,87,7,4,7,16723,193
0,16,3,6,2,15096,222
0,18,4,6,0,14827,207
1,22,10,4,10,17354,217
0,13,5,7,5,15814,229
0,13,5,6,4,15882,231
0,17,3,9,4,15331,212
0,17,8,14,11,17886,219
1,13,5,5,6,16897,218
1,16,4,7,4,15613,244
1,45,8,3,15,16902,189
0,19,9,6,10,16544,191
0,26,8,8,8,16357,193
1,14,6,3,6,16255,225
1,14,4,6,7,16685,236
0,29,4,12,3,15036,194
1,17,9,5,7,17554,240
0,17,6,2,10,17066,230
0,19,4,3,7,15989,254
1,13,7,5,5,15984,205
0,14,11,8,12,17804,210
0,18,7,7,9,16136,212
0,43,3,7,4,14631,226
0,13,4,8,3,14668,193
1,21,10,1,14,19263,236
1,14,2,7,2,14645,224
1,50,8,6,7,17628,233
1,15,4,7,8,16002,204
0,44,5,12,6,15851,182
1,17,10,1,9,18484,230
0,21,6,4,8,15840,204
1,33,9,4,8,18829,233
0,41,7,11,8,16728,191
0,18,7,13,5,15744,201
0,18,4,7,5,16640,223
0,16,2,6,0,13744,207
1,17,8,7,15,17885,216
1,17,10,1,8,18646,237
0,17,2,5,3,14219,213
1,16,4,3,4,15616,224
1,14,10,10,14,19177,197
0,13,5,4,4,15977,205
1,20,9,6,10,18302,228
1,19,5,3,9,15634,223
1,23,5,5,5,16165,229
0,17,6,9,5,15900,208
1,14,8,6,10,17776,224
1,20,9,13,12,17597,188
1,18,2,6,2,14071,231
0,23,8,9,8,17380,220
0,17,3,5,2,14666,215
0,13,11,4,4,18232,231
1,13,7,8,8,17004,193
1,53,7,17,5,15664,174
0,17,10,8,17,18432,203
0,39,3,11,3,15495,231
1,16,5,7,4,16318,234
1,17,5,3,9,16123,204
1,36,2,8,2,14079,207
1,14,9,2,13,18081,214
1,23,6,8,7,16449,232
0,17,2,4,1,14947,241
0,13,5,7,8,15457,191
0,14,5,4,6,17129,256
1,24,8,6,7,17527,236
0,45,4,10,3,14396,203
1,30,5,8,6,16131,206
1,13,10,3,10,19476,262
0,16,3,16,5,14316,195
1,12,3,7,3,15159,235
1,14,5,3,2,15800,236
0,19,5,5,6,16780,253
0,15,7,5,7,16424,205
1,19,3,4,2,17035,257
0,17,3,5,4,14776,203
1,13,10,1,15,18697,237
0,74,3,2,7,14452,202
0,30,6,13,6,16540,235
0,18,8,6,5,16650,233
1,16,7,5,6,16887,212
0,14,11,7,12,18096,222
1,42,6,4,7,16199,213
1,15,6,8,8,16956,197
1,16,7,8,5,15646,192
1,53,4,6,5,15426,207
0,15,6,7,8,16308,217
0,17,4,6,2,15293,204
0,16,4,4,4,16389,210
1,24,10,7,9,18572,208
1,14,8,6,8,18250,235
1,15,4,12,7,15123,169
0,12,8,6,7,16793,210
1,12,2,9,1,14259,216
1,33,4,2,4,16607,261
0,21,5,14,3,15425,204
1,17,9,2,9,20464,251
0,14,3,7,2,14344,193
1,18,4,4,3,15936,229
1,18,8,2,9,18188,208
0,15,3,6,0,14686,238
0,13,0,4,0,14211,227
0,18,4,2,3,15995,220
0,9,3,12,0,14798,225
1,17,5,1,4,15823,197
0,16,2,6,3,14874,232
1,14,11,6,10,19517,216
1,18,8,6,6,16691,191
0,41,5,7,8,15328,191
1,14,7,4,5,17052,234
1,17,9,6,6,16749,177
1,45,13,7,13,18022,182
1,54,5,1,9,15675,198
1,18,12,12,13,19131,209
0,21,2,6,2,14294,220
0,17,3,12,3,14232,216
0,12,4,8,4,15715,229
0,13,5,8,2,16003,221
0,9,4,8,2,15901,233
1,17,8,2,9,16699,238
0,16,6,7,9,16269,222
1,13,16,5,17,21297,221
0,17,3,7,3,14618,199
0,32,4,10,3,15571,228
0,19,9,7,8,19087,250
0,20,3,11,3,14731,193
1,20,8,2,11,17375,241
1,17,7,4,3,17116,245
1,15,7,7,8,19435,248
1,15,7,14,5,16467,190
1,18,8,7,10,17409,259
0,44,5,3,8,17492,244
0,16,6,11,8,16536,232
1,13,3,2,3,15298,232
0,18,5,12,1,15217,193
1,14,3,6,4,15930,241
1,17,6,6,7,16521,214
1,15,9,11,14,18306,207
1,15,6,7,4,17248,242
1,15,7,5,6,17327,215
1,18,9,9,16,17561,208
0,39,3,7,2,13964,196
0,16,4,13,2,13337,141
0,17,8,6,16,17252,197
1,14,8,11,9,17735,203
1,14,10,4,12,19621,261
1,18,8,2,13,17226,224
1,45,14,5,22,19551,198
0,12,5,10,4,16107,229
0,17,10,10,10,17418,175
0,17,13,8,12,18116,187
0,37,7,5,7,16058,158
0,145,3,7,4,15418,232
1,14,4,3,3,15988,251
0,10,1,8,2,14012,211
1,19,5,14,9,15423,175
1,23,5,8,7,16250,233
