,blueWins,blueWardsPlaced,blueKills,blueDeaths,blueAssists,blueTotalGold,blueTotalMinionsKilled
7424,0,15,6,10,4,15679,188
7425,1,39,7,7,9,16391,209
7426,1,13,12,8,15,19362,221
7427,0,17,1,4,1,14049,194
7428,1,12,12,9,9,17905,195
7429,1,17,7,4,6,17329,239
7430,0,20,7,10,11,16699,195
7431,0,8,7,10,7,16859,198
7432,0,35,4,6,7,14800,207
7433,1,16,5,4,5,15452,195
7434,0,16,7,3,6,16981,232
7435,1,18,5,1,5,15735,219
7436,1,40,3,4,3,15458,219
7437,0,17,9,5,10,16515,198
7438,0,22,5,11,4,16275,221
7439,1,18,5,7,6,16150,207
7440,1,10,9,9,6,17913,217
7441,0,78,3,7,3,15623,224
7442,1,12,6,2,9,16405,233
7443,1,16,6,5,3,16912,253
7444,1,24,5,2,5,17092,242
7445,1,15,6,5,5,17056,234
7446,1,133,4,5,2,15039,221
7447,1,10,10,5,8,17465,218
7448,1,40,10,7,16,18989,201
7449,0,14,4,7,4,14663,242
7450,1,16,3,6,4,15208,224
7451,0,21,9,9,11,18036,213
7452,0,22,8,8,10,17875,205
7453,0,14,5,10,4,15985,223
7454,0,49,6,7,10,17035,187
7455,1,15,7,3,8,17602,254
7456,0,18,5,8,10,15979,195
7457,0,41,9,5,9,18287,242
7458,0,16,5,12,8,14888,153
7459,1,16,3,5,3,16040,248
7460,1,39,4,0,6,15388,220
7461,0,15,7,6,7,16726,217
7462,1,90,6,7,6,17242,230
7463,1,14,7,5,11,17650,243
7464,0,34,10,6,8,17335,208
7465,0,16,7,8,7,16938,222
7466,0,17,3,10,2,13655,179
7467,1,16,6,7,4,16823,213
7468,1,19,4,3,2,15834,258
7469,0,19,2,8,2,14970,235
7470,0,11,6,6,10,17173,232
7471,0,15,1,6,1,13409,203
7472,1,17,8,8,8,17022,237
7473,0,16,4,3,5,15804,228
7474,0,18,8,3,9,17073,195
7475,1,14,7,6,7,16553,205
7476,0,16,9,3,10,17679,237
7477,0,17,4,13,7,14007,197
7478,0,15,2,9,3,13986,189
7479,0,39,7,5,8,16481,190
7480,1,19,10,5,12,17834,208
7481,1,17,8,7,8,17200,226
7482,1,14,9,9,13,17125,191
7483,1,77,7,7,9,16937,214
7484,1,14,4,4,4,15802,237
7485,1,47,12,2,18,19336,221
7486,1,19,8,3,11,18524,241
7487,0,38,4,7,5,15346,212
7488,1,68,8,6,10,16912,205
7489,1,19,2,4,2,14843,236
7490,0,48,7,5,10,17037,237
7491,1,15,9,11,4,17525,202
7492,0,17,1,5,1,14102,211
7493,0,15,6,10,7,15530,222
7494,0,37,4,8,5,15168,201
7495,1,17,3,5,1,14900,211
7496,1,15,8,5,5,17639,228
7497,1,12,3,7,3,14958,239
7498,0,22,2,2,1,14569,227
7499,0,42,7,3,5,16820,222
7500,0,13,4,11,0,14891,218
7501,0,18,5,9,7,15089,182
7502,0,15,1,6,1,13427,211
7503,1,38,8,3,6,17848,253
7504,1,19,12,6,16,18021,202
7505,1,14,4,4,5,16370,257
7506,1,15,8,6,11,16091,200
7507,0,14,5,10,5,15129,176
7508,1,14,7,3,9,16817,228
7509,1,19,8,6,7,18203,248
7510,1,12,10,9,10,17706,212
7511,1,13,10,4,6,16668,192
7512,0,16,5,6,10,15862,229
7513,1,11,9,7,10,17479,209
7514,0,25,9,5,6,16782,218
7515,0,32,8,8,7,17942,213
7516,0,10,10,15,8,17418,202
7517,0,18,8,10,7,16180,185
7518,1,19,2,4,2,14124,229
7519,0,14,8,11,10,18452,241
7520,0,15,6,4,8,17142,227
7521,0,18,7,10,9,16143,181
7522,0,12,4,9,4,15944,201
7523,0,10,1,6,0,14059,213
7524,1,22,11,7,14,19465,214
7525,0,14,8,6,14,17151,227
7526,1,20,14,3,16,19483,227
7527,0,13,8,6,9,15716,190
7528,0,17,3,8,3,15015,216
7529,0,15,9,4,7,16847,211
7530,0,18,3,3,3,14907,205
7531,0,20,5,6,6,15768,200
7532,0,157,10,10,10,16722,163
7533,0,12,3,5,2,15385,227
7534,0,118,6,8,8,16102,200
7535,1,14,7,2,6,16977,209
7536,0,11,8,8,12,16033,188
7537,1,42,4,6,2,15272,205
7538,0,10,10,4,13,18959,220
7539,0,15,5,4,9,15633,222
7540,0,13,1,7,2,14490,222
7541,1,17,6,5,9,17812,263
7542,0,17,3,3,3,15603,239
7543,1,16,4,4,8,16667,239
7544,0,40,5,11,8,16177,224
7545,0,61,8,10,8,16780,209
7546,0,13,7,12,9,15938,194
7547,1,18,7,10,9,16154,199
7548,0,16,4,6,2,14975,201
7549,0,17,3,12,2,14683,215
7550,1,16,6,4,6,15836,216
7551,1,89,8,5,7,16463,207
7552,1,24,4,7,4,15712,213
7553,1,16,9,2,9,17665,232
7554,1,17,13,5,21,19680,204
7555,1,17,5,3,3,16400,255
7556,1,13,3,7,3,14659,193
7557,0,14,9,10,14,18742,232
7558,1,14,6,4,5,16637,245
7559,1,15,9,2,5,18079,272
7560,1,18,5,7,6,16407,217
7561,0,50,6,8,9,16145,215
7562,1,70,11,5,14,19557,193
7563,1,41,6,3,5,16495,232
7564,0,15,11,9,10,17480,203
7565,1,15,2,9,4,15074,225
7566,0,38,4,14,2,14963,170
7567,1,14,6,8,7,16058,217
7568,0,12,2,6,1,14824,214
7569,1,39,7,6,9,17079,212
7570,1,19,14,4,11,20351,225
7571,1,19,12,5,11,18732,222
7572,1,14,10,4,12,19017,240
7573,1,22,6,6,7,17078,224
7574,0,12,2,3,2,15351,245
7575,0,15,3,3,2,15885,243
7576,1,18,10,4,11,18851,252
7577,1,16,4,3,5,16425,227
7578,0,53,5,10,4,15649,199
7579,1,37,4,6,3,14659,192
7580,0,21,5,7,7,15983,229
7581,1,41,4,4,3,15868,222
7582,0,10,9,8,8,16732,208
7583,0,18,4,16,5,14366,171
7584,1,15,6,6,5,16037,207
7585,1,17,9,6,9,17643,218
7586,0,42,1,6,3,14261,198
7587,0,38,4,11,3,15939,253
7588,0,20,3,6,3,15487,238
7589,0,28,8,8,8,16601,196
7590,1,16,4,3,3,17048,206
7591,1,19,7,5,12,18328,223
7592,0,17,7,11,7,17375,222
7593,1,15,7,4,9,16556,215
7594,1,16,15,2,17,21883,252
7595,0,14,9,7,11,17382,220
7596,1,24,13,3,15,20795,249
7597,0,40,4,9,3,15469,234
7598,1,126,9,6,10,17951,228
7599,0,18,6,15,6,15205,166
7600,1,20,9,0,9,17835,231
7601,1,15,7,4,8,17329,224
7602,1,21,3,2,3,14992,217
7603,1,19,8,5,7,17033,232
7604,0,24,9,5,4,17535,236
7605,0,34,9,11,10,17645,201
7606,0,77,7,15,6,16523,219
7607,0,14,4,7,4,14630,188
7608,0,16,9,8,9,17617,245
7609,0,11,7,11,10,18142,209
7610,1,17,4,2,6,16068,235
7611,0,15,5,6,5,18041,229
7612,1,16,11,4,11,17583,223
7613,1,18,4,4,4,15381,198
7614,0,16,3,4,4,15929,236
7615,1,19,13,5,13,21132,217
7616,0,21,1,8,1,14022,223
7617,0,16,8,3,7,16786,250
7618,0,22,6,11,8,17171,254
7619,1,17,6,6,6,16004,216
7620,0,15,4,3,4,16043,237
7621,0,11,7,7,5,15720,185
7622,0,15,3,4,2,14451,213
7623,1,151,5,4,2,15551,209
7624,0,14,5,8,5,16574,231
7625,0,12,3,8,3,14264,201
7626,1,13,3,4,6,15223,217
7627,0,17,2,9,2,14366,221
7628,0,15,6,8,4,16860,239
7629,1,10,9,4,10,17791,219
7630,1,13,8,1,8,18066,242
7631,1,15,11,6,13,20245,240
7632,1,15,5,5,6,15413,210
7633,1,14,5,2,1,15510,203
7634,0,19,5,11,8,15838,236
7635,1,19,4,3,2,16029,236
7636,0,40,2,3,2,14506,230
7637,0,14,5,7,7,15293,202
7638,0,24,3,10,2,14796,204
7639,0,15,1,4,1,14142,229
7640,0,16,5,2,2,15890,232
7641,1,12,8,1,15,17040,191
7642,0,18,6,6,5,16196,214
7643,0,13,8,5,5,16373,188
7644,0,17,10,5,11,17505,224
7645,1,15,11,1,8,18635,230
7646,0,13,6,3,5,16807,232
7647,0,77,8,11,12,16842,210
7648,1,16,8,6,8,16963,203
7649,0,22,7,6,11,16587,216
7650,1,13,8,3,8,18404,245
7651,0,18,4,8,5,15901,245
7652,1,15,9,4,11,17495,235
7653,0,19,4,3,7,14891,210
7654,1,12,6,6,3,16072,229
7655,0,17,5,7,4,15460,184
7656,0,58,8,11,9,16708,193
7657,1,18,12,13,15,18275,173
7658,0,11,2,9,2,13785,195
7659,1,31,11,13,11,18596,198
7660,1,15,5,6,8,15964,206
7661,1,13,8,4,11,18343,246
7662,1,13,4,4,0,17079,250
7663,1,17,13,5,11,19639,239
7664,1,39,12,6,19,20560,216
7665,1,15,4,7,5,15013,210
7666,0,103,6,3,5,15846,201
7667,0,47,3,10,6,15018,192
7668,0,15,6,10,4,16123,194
7669,1,70,8,3,8,17166,208
7670,1,13,3,9,3,15431,237
7671,1,20,2,2,1,14814,233
7672,0,16,9,12,9,17554,243
7673,0,17,4,10,4,14450,191
7674,0,14,6,8,8,15193,199
7675,1,15,10,5,6,19140,257
7676,1,15,6,6,8,16388,236
7677,1,17,11,5,9,18532,202
7678,0,14,2,14,3,14332,219
7679,0,17,2,6,5,14697,230
7680,0,19,6,8,9,15731,236
7681,0,17,1,10,0,13881,215
7682,0,108,7,8,7,15857,177
7683,1,16,4,6,4,16131,242
7684,1,20,11,8,12,19349,219
7685,1,16,6,4,11,16731,239
7686,1,16,8,4,10,18363,250
7687,0,13,5,7,4,15132,196
7688,1,18,8,5,7,17393,219
7689,0,17,3,1,4,15615,237
7690,0,26,4,12,6,15358,213
7691,0,39,1,5,1,13936,235
7692,1,15,10,10,7,17047,202
7693,1,17,6,3,5,16350,233
7694,1,19,6,6,5,16444,207
7695,1,16,17,4,20,21703,202
7696,0,15,9,9,8,16526,194
7697,0,16,2,3,2,14698,208
7698,1,15,4,5,5,15329,210
7699,0,92,3,6,0,14746,206
7700,0,20,4,4,5,15831,247
7701,1,13,8,8,8,18575,228
7702,1,13,6,2,9,16803,242
7703,0,16,5,7,4,16666,236
7704,1,14,10,9,10,18616,213
7705,1,14,2,5,2,14939,218
7706,1,15,8,6,8,16828,227
7707,0,27,4,7,5,15398,213
7708,1,23,2,6,1,14087,217
7709,1,14,6,4,8,17081,226
7710,0,16,4,7,4,16216,233
7711,1,18,9,11,16,17174,186
7712,0,21,8,8,7,17161,227
7713,1,56,12,4,13,18119,198
7714,0,17,5,11,4,15332,187
7715,0,13,5,4,10,16386,218
7716,1,37,9,4,8,18591,260
7717,0,39,6,8,8,16138,178
7718,1,15,7,2,3,18662,255
7719,1,17,7,2,9,16454,207
7720,0,16,8,15,9,15797,168
7721,1,19,6,5,7,16028,220
7722,1,17,6,4,8,15142,178
7723,1,10,7,4,8,16849,205
7724,0,17,15,7,13,20066,209
7725,0,41,2,3,0,14312,216
7726,1,13,5,1,7,16786,260
7727,0,19,2,5,1,14299,211
7728,0,15,8,6,14,15724,203
7729,1,16,2,5,1,14828,234
7730,1,38,8,6,8,16294,186
7731,1,15,4,5,4,15761,230
7732,0,57,4,3,7,14565,192
7733,1,20,4,3,7,15711,223
7734,1,13,7,2,2,16116,246
7735,1,13,4,10,8,14629,183
7736,0,12,4,3,5,15694,219
7737,0,21,7,6,6,17041,232
7738,0,13,3,5,3,15478,214
7739,0,13,7,7,9,16956,229
7740,1,12,4,10,2,16956,252
7741,1,14,11,5,5,19172,242
7742,1,13,8,5,5,16979,213
7743,0,80,2,6,3,14806,211
7744,0,35,7,10,9,18244,205
7745,1,19,5,4,7,16989,256
7746,0,16,3,15,3,14281,183
7747,1,59,2,0,2,15393,230
7748,1,16,8,3,9,17636,249
7749,1,49,6,9,10,16600,213
7750,0,15,7,6,10,15889,228
7751,0,17,13,8,10,19657,204
7752,1,18,8,3,5,16818,231
7753,1,15,8,3,6,17415,246
7754,1,16,6,1,7,16602,246
7755,0,39,7,15,13,17181,184
7756,1,17,7,7,6,16492,202
7757,0,18,4,6,6,16410,236
7758,0,54,3,5,5,15238,209
7759,1,43,16,7,18,20271,200
7760,0,16,5,4,2,15372,228
7761,0,22,3,9,4,14930,222
7762,1,18,8,7,10,17450,236
7763,1,15,1,0,1,14812,254
7764,0,14,9,5,10,17605,241
7765,0,13,5,9,5,16841,234
7766,1,20,5,3,8,16321,249
7767,1,14,5,8,7,16270,230
7768,1,41,7,5,5,15954,191
7769,0,14,5,6,0,15682,247
7770,0,22,5,11,6,16190,215
7771,1,15,12,5,16,19572,213
7772,0,16,5,5,5,15930,236
7773,0,13,1,10,1,13785,215
7774,1,16,6,2,7,16898,247
7775,1,74,7,7,5,18333,229
7776,0,13,1,6,1,14289,220
7777,1,10,7,3,13,16501,208
7778,1,15,5,1,5,16618,250
7779,0,54,6,0,6,16557,261
7780,0,79,11,14,10,16978,158
7781,0,18,6,10,6,16577,221
7782,0,17,4,9,2,14706,195
7783,0,15,7,9,8,16795,217
7784,0,57,4,5,3,15288,242
7785,1,57,5,6,5,14875,194
7786,1,13,7,10,6,16861,184
7787,0,15,9,10,8,17136,203
7788,1,15,8,7,10,17765,242
7789,0,48,3,10,1,14555,200
7790,0,19,2,10,2,14020,203
7791,1,23,8,2,13,17575,228
7792,0,16,5,8,3,15307,227
7793,1,21,5,1,4,16751,245
7794,1,15,7,5,10,16271,218
7795,0,22,7,6,6,16420,209
7796,1,22,6,6,4,15570,180
7797,0,16,3,3,1,14948,218
7798,0,25,4,8,8,15167,220
7799,1,12,3,2,3,15484,250
7800,1,17,8,8,12,17856,221
7801,0,16,3,7,5,14767,212
7802,1,20,11,5,11,18474,217
7803,0,15,0,3,0,14183,243
7804,1,15,4,4,5,15971,242
7805,0,16,2,9,0,14319,210
7806,0,47,3,3,4,16206,260
7807,0,41,5,3,5,15704,213
7808,1,18,9,9,6,18137,218
7809,0,20,2,9,2,14944,239
7810,0,43,1,14,1,13172,187
7811,0,15,9,6,11,18363,220
7812,0,15,4,8,2,15200,228
7813,0,34,7,7,6,17315,218
7814,1,16,4,4,1,16516,259
7815,0,10,4,9,2,14010,170
7816,0,12,4,7,4,15580,205
7817,1,12,7,2,7,17731,238
7818,1,16,9,3,13,19186,261
7819,1,16,7,3,6,18135,252
7820,0,15,7,9,4,15947,204
7821,0,12,10,16,11,16681,168
7822,1,13,5,1,4,16733,232
7823,1,11,4,9,4,15233,220
7824,1,16,7,0,7,18406,247
7825,0,11,7,16,7,16711,201
7826,0,16,7,8,7,16093,175
7827,1,15,3,3,2,15563,252
7828,0,16,5,5,4,15745,203
7829,0,19,8,6,12,15958,185
7830,1,26,9,5,12,17501,195
7831,1,15,7,3,6,18038,240
7832,0,16,4,10,4,16256,248
7833,1,13,6,5,2,16589,239
7834,0,17,5,1,6,15258,223
7835,1,19,7,9,8,16481,223
7836,0,51,6,5,7,15913,195
7837,1,13,4,2,3,16162,257
7838,1,40,8,4,7,17264,214
7839,0,18,7,7,8,16700,241
7840,0,42,7,8,10,16337,197
7841,1,34,4,11,7,15790,208
7842,1,15,4,6,5,15970,217
7843,0,37,2,7,3,14933,213
7844,1,18,9,6,8,18060,241
7845,0,15,4,8,5,14732,208
7846,1,19,7,4,3,17121,242
7847,1,18,11,7,9,18913,229
7848,1,13,7,4,6,17237,196
7849,0,17,1,11,1,13265,195
7850,1,15,14,3,19,21020,237
7851,0,18,7,3,11,17320,210
7852,1,15,6,8,8,15586,199
7853,0,89,8,6,5,17208,218
7854,0,15,0,9,0,13282,194
7855,0,53,5,12,6,15555,222
7856,1,36,4,5,2,17008,255
7857,0,19,6,7,7,16050,191
7858,0,10,8,8,6,16830,203
7859,1,11,6,8,5,16370,209
7860,0,12,3,9,3,14851,183
7861,0,13,4,8,3,15325,215
7862,1,17,9,8,12,18385,248
7863,0,14,2,7,0,14074,203
7864,0,15,5,5,2,16299,225
7865,0,22,7,6,14,16644,238
7866,0,15,6,5,8,16997,215
7867,0,16,3,2,1,15360,220
7868,1,14,7,1,6,17141,230
7869,1,17,7,6,8,17882,233
7870,0,40,11,9,10,18342,190
7871,0,18,4,6,8,15251,197
7872,1,15,8,6,5,17693,251
7873,0,14,4,8,4,15385,219
7874,1,51,7,5,7,17549,239
7875,0,11,5,10,6,15148,219
7876,0,16,11,11,6,17558,174
7877,0,37,6,3,9,16989,242
7878,1,19,11,5,9,18786,244
7879,0,13,4,7,2,15188,194
7880,1,13,4,7,7,15520,199
7881,1,50,13,6,22,20876,226
7882,1,13,6,2,5,17059,268
7883,0,21,7,6,6,16760,206
7884,0,17,3,9,2,14660,203
7885,0,41,6,5,5,15510,202
7886,0,18,9,14,9,16897,159
7887,0,14,8,2,12,16861,227
7888,1,16,11,6,9,18445,218
7889,0,18,4,10,2,15777,221
7890,0,27,7,3,7,18284,224
7891,0,15,10,8,9,17047,192
7892,1,17,5,0,4,17606,229
7893,0,10,7,9,10,17447,216
7894,0,70,1,7,0,13789,210
7895,0,18,11,9,16,18557,192
7896,0,14,4,3,5,15568,246
7897,0,17,10,5,9,17327,220
7898,0,16,6,5,9,16110,206
7899,1,18,10,9,10,18209,200
7900,1,16,5,6,5,16023,207
7901,1,14,8,7,6,17685,231
7902,1,86,4,5,3,14803,213
7903,0,15,6,7,12,15656,195
7904,1,19,12,3,6,19154,258
7905,1,16,9,3,11,17483,222
7906,0,12,1,6,1,14598,217
7907,0,17,6,7,8,16088,205
7908,1,17,4,4,3,15812,241
7909,1,15,5,3,5,16030,240
7910,0,144,4,7,6,15787,230
7911,1,38,10,4,10,17870,177
7912,1,22,12,6,17,17875,205
7913,1,29,6,2,8,16523,196
7914,1,16,5,6,4,16180,234
7915,0,16,7,10,6,17448,205
7916,0,14,4,11,3,14493,210
7917,1,16,9,7,6,17807,217
7918,0,15,3,5,2,15001,206
7919,1,14,11,5,13,18984,246
7920,0,41,6,7,7,16528,212
7921,0,21,2,5,4,15020,224
7922,0,14,1,7,0,13657,220
7923,1,16,8,6,13,17672,245
7924,1,13,11,2,15,19508,233
7925,1,13,11,5,9,18590,215
7926,1,15,9,6,16,17260,187
7927,1,15,3,2,3,16095,254
7928,0,12,4,8,5,15384,211
7929,1,13,11,11,14,18795,231
7930,1,35,8,5,13,17737,224
7931,0,12,2,3,2,14191,207
7932,0,14,5,8,6,14557,169
7933,0,15,7,2,13,16739,229
7934,0,38,6,13,6,15230,165
7935,0,83,5,7,5,16600,250
7936,0,17,6,12,8,16240,209
7937,1,16,11,2,14,18722,216
7938,0,63,3,2,2,15640,246
7939,1,16,7,5,11,17940,242
7940,0,14,4,6,5,16414,247
7941,0,17,2,6,1,14207,211
7942,1,17,7,6,6,16737,240
7943,0,11,1,9,1,14672,234
7944,1,13,4,4,4,15360,228
7945,1,18,11,6,7,17795,213
7946,1,18,7,2,7,16896,246
7947,0,11,4,7,4,16182,216
7948,1,15,11,9,11,17729,190
7949,0,19,10,8,12,17552,222
7950,1,13,6,4,5,16491,214
7951,0,13,9,11,4,17643,221
7952,1,18,6,6,7,16247,218
7953,1,19,8,6,11,17072,192
7954,1,12,12,5,11,18882,202
7955,0,12,3,3,4,14520,182
7956,1,12,10,4,14,18374,229
7957,0,14,6,4,5,16073,211
7958,1,18,4,1,6,16448,248
7959,1,17,12,8,12,18821,203
7960,0,53,6,10,6,15485,193
7961,0,16,5,9,3,15129,204
7962,1,47,5,3,7,16329,205
7963,1,15,6,1,5,16807,263
7964,1,19,11,10,21,20330,234
7965,1,129,6,6,6,16666,185
7966,1,23,7,5,6,16946,247
7967,1,29,7,4,6,17028,247
7968,0,15,5,5,7,16686,240
7969,1,16,4,6,2,14993,223
7970,1,18,3,1,4,14654,201
7971,1,15,3,3,6,15570,232
7972,1,17,8,8,11,17178,216
7973,0,14,1,7,2,14333,222
7974,0,17,1,10,1,14453,244
7975,1,22,3,7,2,15932,238
7976,0,25,3,6,1,15101,226
7977,0,12,6,4,9,16628,216
7978,0,17,4,9,2,14997,217
7979,1,15,10,8,7,17664,233
7980,1,14,4,10,4,15082,211
7981,0,12,8,12,5,16964,214
7982,1,15,7,4,9,16999,228
7983,1,17,6,6,6,16621,220
7984,1,37,9,11,8,17060,179
7985,0,19,3,7,5,14758,202
7986,1,17,8,4,11,17117,204
7987,1,37,6,10,6,16413,204
7988,0,16,3,6,5,14448,209
7989,1,15,5,1,4,16778,247
7990,0,19,2,1,3,14494,244
7991,1,17,9,6,13,18267,226
7992,0,85,6,2,6,16440,208
7993,1,16,8,5,8,17390,212
7994,1,16,6,7,6,17035,235
7995,0,18,11,16,19,17198,156
7996,1,26,10,2,10,17430,210
7997,0,15,4,6,4,15320,217
7998,0,19,3,4,5,15347,243
7999,1,14,12,6,11,18002,199
8000,0,13,11,16,10,17901,171
8001,0,15,3,4,1,14205,197
8002,0,12,4,6,1,13772,178
8003,1,21,6,1,7,17231,237
8004,0,17,6,8,6,15983,233
8005,0,13,2,4,2,14651,241
8006,1,20,11,1,13,18789,231
8007,0,13,6,12,3,15485,213
8008,1,66,10,3,11,17992,212
8009,1,22,10,8,17,18828,197
8010,0,13,3,9,3,14797,212
8011,1,16,4,7,5,15524,228
8012,1,18,10,4,6,18288,234
8013,0,50,5,8,2,16304,222
8014,0,48,5,10,8,14974,201
8015,0,17,4,2,4,16598,256
8016,1,16,5,5,7,15273,189
8017,0,10,4,5,2,15515,222
8018,0,15,4,0,2,16024,220
8019,0,16,4,8,7,15667,225
8020,1,16,9,7,5,18451,226
8021,0,15,8,9,5,16355,198
8022,0,13,4,12,3,15140,198
8023,0,56,2,1,4,15755,258
8024,1,19,6,6,7,16302,212
8025,0,38,2,7,3,13825,173
8026,0,21,5,2,5,16724,229
8027,1,15,9,2,11,18442,248
8028,0,16,8,13,4,17008,217
8029,1,20,5,3,4,16513,249
8030,0,26,4,6,5,15554,242
8031,1,12,5,9,5,15400,215
8032,1,15,10,7,11,19052,242
8033,0,16,6,12,8,16039,198
8034,0,19,6,8,5,17093,233
8035,0,53,4,11,3,15440,207
8036,1,15,4,7,2,15547,214
8037,0,45,7,6,10,16275,190
8038,1,13,7,5,9,17627,204
8039,0,60,7,4,10,16641,221
8040,1,17,6,1,12,16009,194
8041,0,15,4,3,4,15010,211
8042,1,48,4,5,6,15969,195
8043,0,15,2,3,6,15007,232
8044,0,17,3,8,3,14494,208
8045,1,16,6,6,4,16576,220
8046,0,12,7,10,8,16575,204
8047,0,20,12,4,14,19339,225
8048,1,18,6,6,7,16621,206
8049,0,37,1,6,1,14308,235
8050,0,16,6,11,5,15165,188
8051,0,15,11,3,14,18754,202
8052,0,152,7,6,6,16608,233
8053,0,44,7,4,6,16375,172
8054,1,18,5,6,6,15987,207
8055,0,17,8,5,9,17027,217
8056,0,16,5,8,7,15885,216
8057,0,16,3,2,1,16238,241
8058,0,16,6,7,9,16778,218
8059,0,12,7,7,2,17004,216
8060,1,23,12,8,10,17668,184
8061,1,15,7,3,8,16389,225
8062,1,11,9,7,13,17252,188
8063,1,20,7,6,12,17854,195
8064,0,15,4,8,6,15431,218
8065,0,14,2,5,2,14985,224
8066,1,17,2,3,4,16008,237
8067,1,17,9,4,6,19663,247
8068,1,15,7,1,10,16932,235
8069,1,42,8,6,9,17026,212
8070,1,18,9,5,7,17803,267
8071,1,26,5,3,5,15582,234
8072,1,15,2,4,3,14808,219
8073,0,16,7,9,8,16497,207
8074,1,14,5,6,7,16503,240
8075,0,14,4,6,5,15522,220
8076,0,38,9,15,9,17371,183
8077,0,128,8,7,8,17720,232
8078,1,14,8,5,7,17981,245
8079,0,20,5,3,12,15229,160
8080,0,73,5,7,5,16425,201
8081,0,18,4,2,7,15790,209
8082,1,50,4,0,6,17339,237
8083,0,18,4,4,7,16487,229
8084,1,17,9,2,10,17922,224
8085,0,18,6,7,3,16778,236
8086,1,14,8,8,8,18068,204
8087,1,20,8,5,11,17366,229
8088,1,15,2,8,1,15041,229
8089,0,13,5,10,7,15135,197
8090,0,12,6,13,10,16083,218
8091,1,58,8,4,7,17446,223
8092,0,16,2,7,1,14284,243
8093,1,21,8,7,9,17585,213
8094,1,19,7,1,7,16537,232
8095,1,18,10,6,11,18895,245
8096,0,8,4,12,4,14370,167
8097,1,28,9,4,14,18274,242
8098,1,16,11,10,12,18286,183
8099,0,16,7,7,7,16352,224
8100,0,40,10,8,10,17546,191
8101,0,37,4,12,5,16433,227
8102,1,38,2,3,2,15414,232
8103,0,16,7,8,12,17737,234
8104,0,16,8,6,11,17570,222
8105,0,17,7,11,12,17131,242
8106,0,15,8,6,10,17237,226
8107,1,17,9,7,11,17814,206
8108,1,12,8,6,9,16738,214
8109,1,17,11,3,10,18092,213
8110,0,11,6,9,7,16522,223
8111,1,13,9,1,15,18053,247
8112,0,14,10,3,16,19475,233
8113,0,20,12,7,11,18693,206
8114,1,12,5,4,7,16488,220
8115,0,16,8,4,8,17531,230
8116,1,14,3,2,3,15422,215
8117,0,37,3,6,1,15276,214
8118,0,16,9,5,12,17390,196
8119,0,32,10,11,10,17593,178
8120,0,33,6,10,7,15820,203
8121,1,14,8,4,5,17198,226
8122,1,16,8,9,7,17000,190
8123,0,17,6,6,2,15196,209
8124,1,15,5,12,3,16358,206
8125,1,16,9,10,13,17469,195
8126,1,22,7,2,4,16031,218
8127,0,20,6,5,7,17070,223
8128,0,53,3,6,3,14782,238
8129,1,20,5,3,7,16610,246
8130,1,18,8,4,11,17255,237
8131,0,14,3,3,5,14259,202
8132,0,57,7,6,7,16100,223
8133,1,35,13,1,18,19641,207
8134,1,26,8,5,8,17346,208
8135,1,14,3,3,3,16002,230
8136,1,14,4,0,6,16070,236
8137,0,13,2,10,1,14227,205
8138,1,33,10,2,13,18715,226
8139,1,17,9,8,9,17375,217
8140,0,53,3,7,3,15162,227
8141,0,18,6,6,6,15571,190
8142,1,16,4,5,4,15070,218
8143,1,34,12,4,14,18723,190
8144,0,32,8,9,7,17258,214
8145,0,12,5,6,4,16103,208
8146,0,18,3,9,1,14709,207
8147,0,11,8,7,10,17122,204
8148,0,38,1,5,0,13696,200
8149,1,16,9,3,7,17764,235
8150,1,15,4,3,3,16275,244
8151,1,29,11,2,12,20124,230
8152,0,14,6,11,4,15775,206
8153,1,16,6,6,2,15693,199
8154,1,12,7,2,8,17479,246
8155,1,14,9,10,9,17840,226
8156,0,17,5,6,8,15259,180
8157,0,13,4,11,3,15225,187
8158,1,16,9,4,11,17312,217
8159,0,16,8,4,10,16696,206
8160,1,18,6,7,6,16690,235
8161,0,42,5,6,3,16225,219
8162,0,13,4,8,8,15720,212
8163,0,16,2,13,2,13738,169
8164,1,16,10,5,7,18240,259
8165,1,14,6,4,7,16439,220
8166,0,15,4,7,3,15761,253
8167,0,17,9,8,10,18529,227
8168,0,18,8,10,8,16996,227
8169,1,16,10,8,10,17665,207
8170,1,87,7,10,5,16969,198
8171,0,18,2,5,3,15474,244
8172,1,17,11,5,15,18204,186
8173,0,20,6,5,10,17160,241
8174,1,18,6,3,4,16876,256
8175,1,11,10,6,7,18129,230
8176,1,16,6,7,4,17210,243
8177,1,13,5,10,3,15067,203
8178,0,17,5,5,4,15013,198
8179,1,15,7,6,6,16946,221
8180,1,18,11,5,11,18403,239
8181,0,14,2,5,2,14115,199
8182,1,17,2,4,0,15321,255
8183,0,13,5,5,0,15850,216
8184,1,14,3,1,3,15704,246
8185,1,122,5,5,7,17716,216
8186,0,19,6,7,8,16604,235
8187,0,15,4,8,6,14808,180
8188,1,15,6,4,8,15924,191
8189,0,16,3,5,7,14994,199
8190,0,18,1,5,0,13533,212
8191,1,81,6,3,4,18314,257
8192,0,17,4,7,4,16387,235
8193,0,22,6,6,4,15629,212
8194,1,13,4,1,1,16070,251
8195,0,16,4,4,5,15596,223
8196,1,59,5,2,8,17010,250
8197,0,94,8,9,10,17431,208
